pop,cont_orig,cont_dest,site,treatment,block,plant_ID,sex,longevity,basal_lvs,stem_lvs,total_lvs,status,rep_spd,flwr_num,frt_num,frt_hadena,reproduced,smut,num_smutted_fl,leaf_herb,gen_ENMY,spec_ENMY,sire,dam,sibship,sire.pop,dam.pop,Structure_region
PDRV,NorthAmerica,NorthAmerica,CA,CN,CA02,1478,M,6,30.0,30.0,60.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67,68,34,5.0,5.0,5.0
RNY,NorthAmerica,NorthAmerica,VA,CN,VA11,1479,V,3,82.0,0.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,82,41,4.0,4.0,4.0
PLZ,Europe,Europe,UK,FI,UK03,1480,V,6,49.0,48.0,97.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,71,72,36,2.0,2.0,2.0
KIS,Europe,Europe,UK,FI,UK06,1481,V,2,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
CQQ,NorthAmerica,Europe,CH,FI,CH07,1482,F,4,5.0,50.0,55.0,12.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23,24,12,3.0,3.0,3.0
PRG,Europe,NorthAmerica,CA,FI,CA11,1485,M,7,49.0,46.0,95.0,11.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,73,74,37,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,CH,CN,CH11,1486,V,2,23.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63,64,32,3.0,3.0,3.0
ROD,Europe,NorthAmerica,CA,FI,CA03,1487,F,7,65.0,20.0,85.0,11.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,83,84,42,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,CA,FI,CA07,1488,V,7,30.0,20.0,50.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,2,3.0,3.0,3.0
CHELD2,NorthAmerica,NorthAmerica,VA,CN,VA08,1489,F,7,58.0,206.0,264.0,15.0,28.0,0.0,5.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,19,20,10,3.0,3.0,3.0
RNKE,NorthAmerica,Europe,CH,CN,CH08,1490,V,2,7.0,43.0,50.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,79,80,40,3.0,3.0,3.0
RVVW,NorthAmerica,NorthAmerica,VA,FI,VA02,1491,M,6,11.0,24.0,35.0,10.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,91,92,46,5.0,5.0,5.0
WHS,NorthAmerica,Europe,UK,FI,UK04,1492,V,2,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,116,58,4.0,4.0,4.0
AOFT,NorthAmerica,NorthAmerica,VA,FI,VA07,1493,F,7,17.0,79.0,96.0,17.0,7.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3,4,2,3.0,3.0,3.0
KIS,Europe,Europe,UK,FI,UK02,1495,V,2,8.0,26.0,34.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49,50,25,2.0,2.0,2.0
PRT,Europe,NorthAmerica,CA,FI,CA02,1496,V,5,22.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,75,76,38,1.0,1.0,1.0
RDGP,NorthAmerica,NorthAmerica,CA,CN,CA09,1497,M,7,101.0,274.0,375.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,77,78,39,3.0,3.0,3.0
MSP,NorthAmerica,NorthAmerica,VA,CN,VA07,1498,F,5,52.0,6.0,58.0,11.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59,60,30,3.0,3.0,3.0
ORNOL,NorthAmerica,NorthAmerica,VA,CN,VA11,1499,V,4,22.0,12.0,34.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63,64,32,3.0,3.0,3.0
DK5,Europe,NorthAmerica,CA,FI,CA07,1501,V,7,148.0,50.0,198.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,30,15,2.0,2.0,2.0
GODA,Europe,NorthAmerica,CA,FI,CA10,1502,M,6,33.0,9.0,42.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39,40,20,1.0,1.0,1.0
RUZ,Europe,Europe,UK,FI,UK06,1504,F,6,10.0,62.0,72.0,10.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,89,90,45,1.0,1.0,1.0
WEB,NorthAmerica,NorthAmerica,CA,CN,CA05,1506,F,4,20.0,22.0,42.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
ZAG,Europe,NorthAmerica,VA,FI,VA11,1507,V,3,41.0,16.0,57.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,118,59,2.0,2.0,2.0
RDGP,NorthAmerica,Europe,CH,FI,CH09,1510,V,2,0.0,54.0,54.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,77,78,39,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,CA,FI,CA11,1511,M,7,77.0,26.0,103.0,9.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,81,82,41,4.0,4.0,4.0
RDGP,NorthAmerica,Europe,UK,FI,UK01,1512,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,78,39,3.0,3.0,3.0
BER,Europe,Europe,CH,FI,CH08,1513,F,5,6.0,110.0,116.0,12.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7,8,4,1.0,1.0,1.0
PRG,Europe,Europe,CH,CN,CH08,1515,V,3,27.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,73,74,37,2.0,2.0,2.0
CCMI,NorthAmerica,NorthAmerica,CA,FI,CA10,1516,F,7,35.0,35.0,70.0,12.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,11,12,6,4.0,4.0,4.0
RDGP,NorthAmerica,NorthAmerica,VA,FI,VA09,1517,F,7,26.0,127.0,153.0,18.0,7.0,0.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,77,78,39,3.0,3.0,3.0
DK5,Europe,NorthAmerica,VA,CN,VA09,1518,M,7,94.0,61.0,155.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,29,30,15,2.0,2.0,2.0
23S,NorthAmerica,Europe,UK,CN,UK06,1519,V,2,13.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,3.0,3.0,3.0
NAS,NorthAmerica,Europe,UK,FI,UK06,1520,F,3,22.0,56.0,78.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,61,62,31,3.0,3.0,3.0
GAP,Europe,NorthAmerica,VA,CN,VA01,1521,F,7,44.0,31.0,75.0,12.0,21.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,37,38,19,1.0,1.0,1.0
ROD,Europe,Europe,UK,CN,UK03,1522,M,3,45.0,10.0,55.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,84,42,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,VA,FI,VA07,1523,M,7,31.0,222.0,253.0,17.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3,4,2,3.0,3.0,3.0
RRW,NorthAmerica,NorthAmerica,CA,CN,CA02,1524,F,7,80.0,47.0,127.0,14.0,7.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,87,88,44,5.0,5.0,5.0
CRE2,Europe,Europe,CH,FI,CH10,1525,M,7,27.0,97.0,124.0,14.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25,26,13,1.0,1.0,1.0
FMN,NorthAmerica,NorthAmerica,CA,FI,CA03,1526,M,6,39.0,39.0,78.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,36,18,4.0,4.0,4.0
OSE1,Europe,NorthAmerica,VA,FI,VA01,1527,V,4,20.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,65,66,33,1.0,1.0,1.0
BDA,Europe,NorthAmerica,CA,FI,CA11,1528,M,7,85.0,111.0,196.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,6,3,2.0,2.0,2.0
SVL1,Europe,NorthAmerica,CA,CN,CA02,1530,F,7,40.0,45.0,85.0,12.0,21.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,107,108,54,2.0,2.0,2.0
BDA,Europe,Europe,UK,CN,UK10,1531,M,6,63.0,796.0,859.0,16.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,5,6,3,2.0,2.0,2.0
BDA,Europe,NorthAmerica,VA,CN,VA04,1532,M,7,55.0,118.0,173.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5,6,3,2.0,2.0,2.0
MSP,NorthAmerica,Europe,CH,FI,CH07,1534,F,6,14.0,28.0,42.0,12.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,59,60,30,3.0,3.0,3.0
CQQ,NorthAmerica,Europe,UK,FI,UK08,1535,V,1,11.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,24,12,3.0,3.0,3.0
BDA,Europe,Europe,CH,FI,CH10,1536,V,3,4.0,43.0,47.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5,6,3,2.0,2.0,2.0
FMN,NorthAmerica,Europe,UK,FI,UK03,1537,F,7,30.0,99.0,129.0,14.0,21.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,35,36,18,4.0,4.0,4.0
DCK,NorthAmerica,NorthAmerica,CA,FI,CA03,1538,F,7,45.0,67.0,112.0,13.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,27,28,14,4.0,4.0,4.0
23S,NorthAmerica,NorthAmerica,VA,CN,VA06,1539,M,7,94.0,217.0,311.0,14.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1,2,1,3.0,3.0,3.0
CQQ,NorthAmerica,Europe,CH,CN,CH08,1541,V,2,33.0,20.0,53.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,23,24,12,3.0,3.0,3.0
SG,Europe,Europe,CH,CN,CH01,1543,F,5,33.0,226.0,259.0,14.0,5.0,1.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,101,102,51,1.0,1.0,1.0
JHN,NorthAmerica,NorthAmerica,CA,FI,CA03,1545,M,7,93.0,49.0,142.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,43,44,22,4.0,4.0,4.0
CQQ,NorthAmerica,Europe,UK,FI,UK07,1546,F,7,37.0,88.0,125.0,12.0,14.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,24,12,3.0,3.0,3.0
RNKE,NorthAmerica,Europe,CH,CN,CH08,1548,M,7,26.0,272.0,298.0,15.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,79,80,40,3.0,3.0,3.0
SASB,NorthAmerica,Europe,CH,CN,CH09,1549,V,1,14.0,12.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,97,98,49,5.0,5.0,5.0
RVVW,NorthAmerica,NorthAmerica,VA,CN,VA02,1550,V,5,55.0,33.0,88.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,92,46,5.0,5.0,5.0
KIS,Europe,Europe,UK,FI,UK07,1551,V,6,35.0,55.0,90.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
KIS,Europe,Europe,UK,FI,UK03,1552,V,2,2.0,16.0,18.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,50,25,2.0,2.0,2.0
NAS,NorthAmerica,Europe,CH,FI,CH06,1553,F,5,11.0,63.0,74.0,14.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,61,62,31,3.0,3.0,3.0
VES,Europe,NorthAmerica,CA,FI,CA02,1554,F,7,103.0,23.0,126.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,111,112,56,,,
BER,Europe,NorthAmerica,CA,CN,CA03,1555,M,7,61.0,20.0,81.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,8,4,1.0,1.0,1.0
WEB,NorthAmerica,NorthAmerica,CA,CN,CA05,1556,M,7,88.0,33.0,121.0,11.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,114,57,4.0,4.0,4.0
BER,Europe,NorthAmerica,VA,FI,VA05,1557,V,3,10.0,28.0,38.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,4,1.0,1.0,1.0
RRW,NorthAmerica,Europe,CH,FI,CH01,1558,F,5,22.0,50.0,72.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,88,44,5.0,5.0,5.0
MLBS,NorthAmerica,Europe,CH,CN,CH06,1559,F,6,18.0,50.0,68.0,16.0,18.0,1.0,14.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,55,56,28,3.0,3.0,3.0
MAI,Europe,Europe,UK,FI,UK11,1561,V,1,0.0,19.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,54,27,1.0,1.0,1.0
WHS,NorthAmerica,Europe,CH,FI,CH04,1563,F,2,20.0,27.0,47.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,115,116,58,4.0,4.0,4.0
DK5,Europe,NorthAmerica,VA,CN,VA03,1564,V,7,30.0,25.0,55.0,11.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,29,30,15,2.0,2.0,2.0
SVL1,Europe,NorthAmerica,CA,CN,CA01,1565,F,7,71.0,126.0,197.0,15.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,107,108,54,2.0,2.0,2.0
PRG,Europe,Europe,CH,CN,CH03,1566,V,3,22.0,3.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73,74,37,2.0,2.0,2.0
CRE2,Europe,NorthAmerica,VA,CN,VA10,1567,F,7,106.0,110.0,216.0,17.0,28.0,0.0,7.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,25,26,13,1.0,1.0,1.0
PDRV,NorthAmerica,Europe,UK,FI,UK02,1570,F,7,36.0,70.0,106.0,13.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,67,68,34,5.0,5.0,5.0
BZE,Europe,NorthAmerica,CA,FI,CA06,1572,F,7,114.0,84.0,198.0,16.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,10,5,2.0,2.0,2.0
MSP,NorthAmerica,NorthAmerica,VA,FI,VA07,1573,F,6,68.0,50.0,118.0,14.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,59,60,30,3.0,3.0,3.0
PLZ,Europe,NorthAmerica,VA,CN,VA10,1574,M,7,93.0,235.0,328.0,13.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,71,72,36,2.0,2.0,2.0
ORNOL,NorthAmerica,Europe,UK,CN,UK08,1576,V,3,30.0,12.0,42.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63,64,32,3.0,3.0,3.0
CHELD2,NorthAmerica,Europe,UK,CN,UK11,1577,V,6,27.0,15.0,42.0,8.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,19,20,10,3.0,3.0,3.0
PRG,Europe,NorthAmerica,CA,FI,CA10,1579,F,7,52.0,40.0,92.0,13.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73,74,37,2.0,2.0,2.0
SASA,NorthAmerica,NorthAmerica,CA,CN,CA10,1582,M,6,40.0,34.0,74.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95,96,48,5.0,5.0,5.0
MON,Europe,Europe,CH,FI,CH11,1583,V,3,14.0,22.0,36.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57,58,29,1.0,1.0,1.0
GAP,Europe,Europe,UK,CN,UK08,1585,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,38,19,1.0,1.0,1.0
SCR,NorthAmerica,NorthAmerica,VA,FI,VA01,1587,F,5,45.0,20.0,65.0,12.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,99,100,50,3.0,3.0,3.0
JNS,NorthAmerica,NorthAmerica,VA,CN,VA04,1588,M,7,22.0,86.0,108.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,45,46,23,4.0,4.0,4.0
GODA,Europe,Europe,CH,CN,CH07,1589,M,2,20.0,38.0,58.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,39,40,20,1.0,1.0,1.0
KBS,NorthAmerica,Europe,CH,FI,CH05,1590,F,3,15.0,25.0,40.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,47,48,24,4.0,4.0,4.0
JNS,NorthAmerica,NorthAmerica,VA,CN,VA04,1591,M,6,33.0,14.0,47.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,45,46,23,4.0,4.0,4.0
ORNOL,NorthAmerica,NorthAmerica,CA,FI,CA11,1593,M,7,78.0,91.0,169.0,12.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,63,64,32,3.0,3.0,3.0
OSE1,Europe,Europe,CH,CN,CH03,1594,V,2,11.0,18.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,66,33,1.0,1.0,1.0
WHS,NorthAmerica,Europe,CH,CN,CH04,1595,F,3,0.0,39.0,39.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115,116,58,4.0,4.0,4.0
MSP,NorthAmerica,Europe,CH,FI,CH07,1596,M,3,17.0,8.0,25.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,59,60,30,3.0,3.0,3.0
DK5,Europe,Europe,UK,CN,UK09,1597,V,2,12.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,29,30,15,2.0,2.0,2.0
RNKE,NorthAmerica,NorthAmerica,VA,CN,VA08,1598,V,3,49.0,0.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,80,40,3.0,3.0,3.0
PRT,Europe,NorthAmerica,VA,FI,VA12,1601,V,3,32.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,76,38,1.0,1.0,1.0
BZE,Europe,NorthAmerica,VA,CN,VA11,1602,M,3,44.0,60.0,104.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9,10,5,2.0,2.0,2.0
23S,NorthAmerica,Europe,CH,CN,CH06,1607,F,6,47.0,372.0,419.0,14.0,18.0,2.0,63.0,6.0,2.0,0.0,0.0,6.0,2.0,1.0,1,2,1,3.0,3.0,3.0
CHELL,NorthAmerica,Europe,UK,CN,UK12,1608,V,2,94.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,22,11,3.0,3.0,3.0
CRE2,Europe,NorthAmerica,VA,FI,VA07,1609,M,7,20.0,48.0,68.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25,26,13,1.0,1.0,1.0
AOFT,NorthAmerica,NorthAmerica,VA,FI,VA07,1611,M,7,32.0,96.0,128.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3,4,2,3.0,3.0,3.0
BDA,Europe,Europe,UK,FI,UK12,1612,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
CHELD1,NorthAmerica,NorthAmerica,CA,CN,CA01,1613,F,6,65.0,26.0,91.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,18,9,3.0,3.0,3.0
RDGP,NorthAmerica,Europe,CH,FI,CH09,1616,F,2,0.0,15.0,15.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77,78,39,3.0,3.0,3.0
CHELD2,NorthAmerica,Europe,CH,CN,CH08,1617,F,3,2.0,59.0,61.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,20,10,3.0,3.0,3.0
MAI,Europe,Europe,UK,FI,UK07,1618,V,5,47.0,20.0,67.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,53,54,27,1.0,1.0,1.0
MLBS,NorthAmerica,NorthAmerica,VA,CN,VA06,1619,M,7,147.0,308.0,455.0,13.0,28.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,55,56,28,3.0,3.0,3.0
RNY,NorthAmerica,NorthAmerica,VA,CN,VA12,1620,V,3,66.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,82,41,4.0,4.0,4.0
PLZ,Europe,Europe,CH,CN,CH10,1622,F,6,10.0,49.0,59.0,15.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,71,72,36,2.0,2.0,2.0
23S,NorthAmerica,NorthAmerica,VA,FI,VA06,1623,M,7,93.0,580.0,673.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,2,1,3.0,3.0,3.0
PLZ,Europe,NorthAmerica,VA,CN,VA11,1624,M,7,66.0,78.0,144.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,71,72,36,2.0,2.0,2.0
RRW,NorthAmerica,Europe,CH,FI,CH02,1625,F,5,38.0,56.0,94.0,11.0,20.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,87,88,44,5.0,5.0,5.0
MSP,NorthAmerica,NorthAmerica,VA,FI,VA07,1626,M,7,20.0,49.0,69.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59,60,30,3.0,3.0,3.0
ORNOL,NorthAmerica,NorthAmerica,CA,FI,CA11,1628,F,7,76.0,48.0,124.0,10.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,63,64,32,3.0,3.0,3.0
FMN,NorthAmerica,Europe,UK,FI,UK03,1630,M,7,30.0,54.0,84.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35,36,18,4.0,4.0,4.0
SG,Europe,Europe,UK,CN,UK09,1631,V,7,13.0,196.0,209.0,14.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,101,102,51,1.0,1.0,1.0
PRT,Europe,NorthAmerica,CA,FI,CA04,1632,V,7,40.0,10.0,50.0,9.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,75,76,38,1.0,1.0,1.0
JNS,NorthAmerica,Europe,CH,FI,CH07,1633,V,2,15.0,8.0,23.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,45,46,23,4.0,4.0,4.0
ZAG,Europe,NorthAmerica,VA,CN,VA12,1634,M,5,84.0,59.0,143.0,10.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,117,118,59,2.0,2.0,2.0
RNY,NorthAmerica,Europe,CH,CN,CH11,1636,F,5,34.0,20.0,54.0,9.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,81,82,41,4.0,4.0,4.0
RRW,NorthAmerica,Europe,CH,FI,CH01,1637,F,5,51.0,132.0,183.0,12.0,15.0,4.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,87,88,44,5.0,5.0,5.0
BDA,Europe,Europe,CH,CN,CH12,1638,V,1,2.0,8.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
KBS,NorthAmerica,NorthAmerica,CA,CN,CA05,1639,M,7,94.0,93.0,187.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,48,24,4.0,4.0,4.0
CHELL,NorthAmerica,Europe,UK,CN,UK12,1641,V,1,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,22,11,3.0,3.0,3.0
MON,Europe,Europe,CH,CN,CH11,1642,F,7,6.0,60.0,66.0,19.0,7.0,0.0,5.0,1.0,3.0,0.0,0.0,9.0,1.0,1.0,57,58,29,1.0,1.0,1.0
SVL1,Europe,NorthAmerica,VA,CN,VA01,1643,F,6,27.0,46.0,73.0,16.0,6.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,107,108,54,2.0,2.0,2.0
DCK,NorthAmerica,NorthAmerica,CA,CN,CA03,1645,V,6,65.0,8.0,73.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,28,14,4.0,4.0,4.0
SG,Europe,Europe,UK,CN,UK08,1647,F,7,15.0,256.0,271.0,15.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,101,102,51,1.0,1.0,1.0
BDA,Europe,Europe,UK,CN,UK02,1648,V,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2.0,2.0,2.0
